time_usec,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,label,type
144210329690,9.875777244567871,-0.02632104977965355,-1.628016710281372,0.02993151545524597,-0.09994988143444061,-0.017027366906404495,Normal,Normal
144210332125,9.803693771362305,0.0,-1.4868401288986206,0.00916270911693573,-0.13598987460136414,-0.010308047756552696,Normal,Normal
144210334561,9.72233772277832,0.05024927482008934,-1.2065808773040771,-0.016492875292897224,-0.1396549493074417,-0.004199574701488018,Normal,Normal
144210336996,9.674481391906738,0.10049854964017868,-0.9266205430030823,-0.031153209507465363,-0.10544750839471817,0.0019088976550847292,Normal,Normal
144210339431,9.669695854187012,0.17706887423992157,-0.7253243923187256,-0.047646086663007736,-0.057801421731710434,0.0037414394319057465,Normal,Normal
144210341866,9.655338287353516,0.17228323221206665,-0.6032904386520386,-0.06352811306715012,0.0038941511884331703,0.004963133949786425,Normal,Normal
144210344302,9.652945518493652,0.13160525262355804,-0.612861692905426,-0.06902574002742767,0.05215108394622803,0.0067956759594380856,Normal,Normal
144210346737,9.652945518493652,0.07417750358581543,-0.7229315638542175,-0.06047387793660164,0.08574768155813217,0.01046075951308012,Normal,Normal
144210349172,9.633803367614746,0.004785645287483931,-0.8715856671333313,-0.06902574002742767,0.09185615926980972,0.013514995574951172,Normal,Normal
144210351607,9.652945518493652,-0.0526420995593071,-1.036690354347229,-0.045202698558568954,0.07475243508815765,0.018401773646473885,Normal,Normal
144210354042,9.705587387084961,-0.08853443711996078,-1.158724308013916,-0.03542914241552353,0.03871244564652443,0.023288551717996597,Normal,Normal
144210356478,9.739087104797363,-0.10049854964017868,-1.1802598237991333,-0.024433890357613564,-0.0016034740256145597,0.023899398744106293,Normal,Normal
144210358913,9.794121742248535,-0.08853443711996078,-1.098903775215149,0.0006108472589403391,-0.043141089379787445,0.02023431472480297,Normal,Normal
144210361348,9.861420631408691,-0.08614161610603333,-0.9744769930839539,0.005497625097632408,-0.07307260483503342,0.012293301522731781,Normal,Normal
144210363783,9.930811882019043,-0.14356936514377594,-0.8476574420928955,0.020157959312200546,-0.07918107509613037,0.00862821750342846,Normal,Normal
144210366219,10.002596855163574,-0.20099709928035736,-0.7061817646026611,0.03787253051996231,-0.07307260483503342,0.004352286923676729,Normal,Normal
144210368654,10.000204086303711,-0.26560330390930176,-0.5697908997535706,0.04337015375494957,-0.04619532451033592,0.0019088976550847292,Normal,Normal
144210371089,10.028918266296387,-0.28504499793052673,-0.4668995141983032,0.04031591862440109,-0.008322793990373611,-0.0017561858985573053,Normal,Normal
144210373524,10.06002426147461,-0.2392822653055191,-0.41186460852622986,0.04092676565051079,0.03687990456819534,-0.004810422193259001,Normal,Normal
144210375960,10.02413272857666,-0.16031911969184875,-0.4094717800617218,0.03542914241552353,0.07291989028453827,-0.010918894782662392,Normal,Normal
144210378395,9.937990188598633,-0.062213387340307236,-0.48364928364753723,0.021379653364419937,0.10346225649118423,-0.018249060958623886,Normal,Normal
144210380830,9.844670295715332,0.014356935396790504,-0.6607181429862976,0.021990500390529633,0.11201411485671997,-0.026190076023340225,Normal,Normal
144210383265,9.75344467163086,0.07417750358581543,-0.9170492887496948,0.014049487188458443,0.09796462953090668,-0.031076854094862938,Normal,Normal
144210385701,9.691230773925781,0.08614161610603333,-1.194616675376892,0.009773556143045425,0.060092099010944366,-0.03168770298361778,Normal,Normal
144210388136,9.645767211914062,0.059820566326379776,-1.4246268272399902,-0.004886778071522713,0.002672456670552492,-0.029855160042643547,Normal,Normal
144210390571,9.640981674194336,0.07657032459974289,-1.5825530290603638,-0.005497625097632408,-0.05963396281003952,-0.0231358390301466,Normal,Normal
144210393006,9.679266929626465,0.07896314561367035,-1.6304094791412354,-0.012827792204916477,-0.11338852345943451,-0.013362283818423748,Normal,Normal
144210395441,9.727123260498047,0.08135596662759781,-1.5227324962615967,-0.029320668429136276,-0.14759597182273865,-0.0017561858985573053,Normal,Normal
144210397877,9.763015747070312,0.09810572862625122,-1.2735798358917236,-0.020157959312200546,-0.15065020322799683,0.012904148548841476,Normal,Normal
144210400312,9.813264846801758,0.09810572862625122,-0.9529415965080261,-0.030542362481355667,-0.12255123257637024,0.022066857665777206,Normal,Normal
144210402747,9.774979591369629,0.06699903309345245,-0.6343970894813538,-0.02748812735080719,-0.06513158977031708,0.025121092796325684,Normal,Normal
144210405183,9.758230209350586,0.02392822690308094,-0.4166502356529236,-0.030542362481355667,0.008170082233846188,0.03061871975660324,Normal,Normal
144210407618,9.75344467163086,-0.04546362906694412,-0.2994019389152527,-0.023212196305394173,0.08269345015287399,0.03184041380882263,Normal,Normal
144210410053,9.724730491638184,-0.10049854964017868,-0.35443684458732605,-0.018936265259981155,0.13828055560588837,0.03306210786104202,Normal,Normal
144210412488,9.746265411376953,-0.11964113265275955,-0.5841478109359741,-0.008551862090826035,0.1614927500486374,0.025731941685080528,Normal,Normal
144210414923,9.856635093688965,-0.12442677468061447,-0.890728235244751,-0.006719320081174374,0.14988665282726288,0.014125842601060867,Normal,Normal
144210417359,9.947562217712402,-0.13160525262355804,-1.1850453615188599,0.004886778071522713,0.09918632358312607,0.01046075951308012,Normal,Normal
144210419794,9.978668212890625,-0.14835500717163086,-1.378864049911499,0.006719320081174374,0.0295497365295887,-0.0035887276753783226,Normal,Normal
144210422229,10.004989624023438,-0.15553347766399384,-1.4318052530288696,0.011606098152697086,-0.043141089379787445,-0.013362283818423748,Normal,Normal
144210424664,9.961918830871582,-0.15553347766399384,-1.3142578601837158,0.010995250195264816,-0.09933903813362122,-0.01763821393251419,Normal,Normal
144210427100,9.882955551147461,-0.1818545162677765,-1.0821540355682373,0.012827792204916477,-0.12988139688968658,-0.020692450925707817,Normal,Normal
144210429535,9.825528144836426,-0.1698904037475586,-0.7636095285415649,0.02076880633831024,-0.1292705535888672,-0.020692450925707817,Normal,Normal
144210431970,9.770194053649902,-0.13639089465141296,-0.4573282301425934,0.015271181240677834,-0.08712209016084671,-0.01885990984737873,Normal,Normal
144210434405,9.767801284790039,-0.08853443711996078,-0.24646073579788208,0.017714571207761765,-0.03214583545923233,-0.017027366906404495,Normal,Normal
144210436841,9.777372360229492,-0.016749758273363113,-0.1866401731967926,0.014049487188458443,0.03199312463402748,-0.013362283818423748,Normal,Normal
144210439276,9.777372360229492,0.04785645380616188,-0.26081767678260803,0.008551862090826035,0.08330429345369339,-0.010308047756552696,Normal,Normal
144210441711,9.796515464782715,0.10049854964017868,-0.4621138870716095,0.010995250195264816,0.11201411485671997,-0.008475505746901035,Normal,Normal
144210444146,9.791728973388672,0.12681959569454193,-0.7636095285415649,0.0006108472589403391,0.11629004776477814,-0.00786465872079134,Normal,Normal
144210446581,9.75105094909668,0.11246266216039658,-1.0941181182861328,0.0036650835536420345,0.08513683825731277,-0.004199574701488018,Normal,Normal
144210449016,9.698409080505371,0.07657032459974289,-1.3668999671936035,-0.004886778071522713,0.0423775278031826,7.635590736754239e-05,Normal,Normal
144210451452,9.6433744430542,0.035892341285943985,-1.5251253843307495,-0.0024433890357613564,-0.021150587126612663,0.0067956759594380856,Normal,Normal
144210453887,9.61226749420166,-0.007178467698395252,-1.5418751239776611,-0.004275931045413017,-0.07185091078281403,0.013514995574951172,Normal,Normal
144210456322,9.633803367614746,-0.03349951654672623,-1.4581263065338135,-0.01588202826678753,-0.11033428460359573,0.018401773646473885,Normal,Normal
144210458757,9.696016311645508,-0.038285162299871445,-1.2855439186096191,-0.01832541823387146,-0.11949699372053146,0.023288551717996597,Normal,Normal
144210461192,9.827920913696289,-0.0526420995593071,-1.0845468044281006,-0.013438640162348747,-0.11033428460359573,0.022066857665777206,Normal,Normal
144210463628,9.933204650878906,-0.1052841991186142,-0.8811569213867188,-0.021379653364419937,-0.0755159929394722,0.019623467698693275,Normal,Normal
144210466063,10.01456069946289,-0.14117653667926788,-0.6966105103492737,-0.014660334214568138,-0.03092414326965809,0.015958385542035103,Normal,Normal
144210468498,10.074381828308105,-0.17228323221206665,-0.5602195858955383,-0.022601349279284477,0.026495499536395073,0.01046075951308012,Normal,Normal
144210470933,10.076774597167969,-0.17228323221206665,-0.49322056770324707,-0.014049487188458443,0.07536327838897705,0.004352286923676729,Normal,Normal
144210473369,10.05284595489502,-0.1459621787071228,-0.5003990530967712,-0.007941014133393764,0.10712733864784241,-0.0017561858985573053,Normal,Normal
144210475804,9.995418548583984,-0.10049854964017868,-0.5841478109359741,-0.007941014133393764,0.12239851802587509,-0.010918894782662392,Normal,Normal
144210478239,9.937990188598633,-0.05742774158716202,-0.7301099896430969,-0.0,0.11140327155590057,-0.019470756873488426,Normal,Normal
144210480674,9.839884757995605,-0.02153540402650833,-0.8691928386688232,0.008551862090826035,0.08452598750591278,-0.024968381971120834,Normal,Normal
144210483110,9.746265411376953,-0.0023928226437419653,-1.0007981061935425,0.013438640162348747,0.03504735976457596,-0.028633465990424156,Normal,Normal
144210485545,9.655338287353516,-0.009571290574967861,-1.0917253494262695,0.013438640162348747,-0.01382041908800602,-0.02680092304944992,Normal,Normal
144210487980,9.571589469909668,-0.014356935396790504,-1.1132607460021973,0.025655584409832954,-0.059023115783929825,-0.020692450925707817,Normal,Normal
144210490415,9.573982238769531,-0.040677983313798904,-1.074975609779358,0.020157959312200546,-0.0877329409122467,-0.012140588834881783,Normal,Normal
144210492850,9.61944580078125,-0.04546362906694412,-0.9768698215484619,0.029320668429136276,-0.10300412029027939,0.000687203137204051,Normal,Normal
144210495285,9.660123825073242,-0.038285162299871445,-0.8282157182693481,0.023823043331503868,-0.09261971712112427,0.009239064529538155,Normal,Normal
144210497721,9.76062297821045,-0.009571290574967861,-0.6822535395622253,0.012216945178806782,-0.06635328382253647,0.015958385542035103,Normal,Normal
144210500156,9.832706451416016,-0.0023928226437419653,-0.5985047817230225,0.007941014133393764,-0.019928891211748123,0.01901262067258358,Normal,Normal
144210502591,9.89970588684082,0.038285162299871445,-0.5626124143600464,0.0030542362947016954,0.02160872146487236,0.01901262067258358,Normal,Normal
144210505026,9.911669731140137,0.02871387079358101,-0.5985047817230225,-0.009773556143045425,0.06314633786678314,0.015347537584602833,Normal,Normal
144210507461,9.916455268859863,0.014356935396790504,-0.7540382146835327,-0.004275931045413017,0.08635853230953217,0.011071606539189816,Normal,Normal
144210509897,9.90688419342041,-0.01196411345154047,-0.9457631707191467,-0.021379653364419937,0.08696937561035156,0.0031305921729654074,Normal,Normal
