time_usec,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,label,type
146287960725,9.844670295715332,0.3233301639556885,-1.5753746032714844,0.03733803704380989,0.019088976085186005,0.015500249341130257,Normal,Normal
146287963160,9.830313682556152,0.2584248483181,-1.654337763786316,0.025731941685080528,0.045355409383773804,0.015500249341130257,Normal,Normal
146287965595,9.815657615661621,0.19381862878799438,-1.7548363208770752,0.01046075951308012,0.058183200657367706,0.014278554357588291,Normal,Normal
146287968030,9.755837440490723,0.12203395366668701,-1.8266209363937378,-0.004810422193259001,0.06612421572208405,0.014889402315020561,Normal,Normal
146287970465,9.679266929626465,0.059820566326379776,-1.8768702745437622,-0.021303297951817513,0.06062658876180649,0.014278554357588291,Normal,Normal
146287972900,9.650552749633789,0.0526420995593071,-1.9151554107666016,-0.0426829531788826,0.045355409383773804,0.014278554357588291,Normal,Normal
146287975335,9.655338287353516,0.040677983313798904,-1.896012783050537,-0.04634803533554077,0.023364907130599022,0.008780929259955883,Normal,Normal
146287977770,9.660123825073242,0.08614161610603333,-1.8601205348968506,-0.054899897426366806,-0.0010689827613532543,0.0032833039294928312,Normal,Normal
146287980206,9.688838005065918,0.11246266216039658,-1.8146568536758423,-0.05856497958302498,-0.025502873584628105,-0.0028251686599105597,Normal,Normal
146287982641,9.741479873657227,0.09571290761232376,-1.7404793500900269,-0.0555107444524765,-0.05115845799446106,-0.009544488042593002,Normal,Normal
146287985075,9.777372360229492,0.0526420995593071,-1.6639090776443481,-0.04634803533554077,-0.06887302547693253,-0.011377030052244663,Normal,Normal
146287987510,9.806086540222168,0.02153540402650833,-1.5849459171295166,-0.04085041210055351,-0.07742489129304886,-0.007101099472492933,Normal,Normal
146287989945,9.813264846801758,0.004785645287483931,-1.470090389251709,-0.0231358390301466,-0.07009471952915192,-0.0016034740256145597,Normal,Normal
146287992380,9.839884757995605,-0.0023928226437419653,-1.3597214221954346,-0.012751436792314053,-0.05115845799446106,-0.00038177953683771193,Normal,Normal
146287994815,9.835099220275879,0.04785645380616188,-1.2616157531738281,0.0031305921729654074,-0.023059483617544174,0.004504998680204153,Normal,Normal
146287997250,9.818050384521484,0.08853443711996078,-1.1922239065170288,0.02145601063966751,0.011147962883114815,0.004504998680204153,Normal,Normal
146287999686,9.772586822509766,0.1579262912273407,-1.1994023323059082,0.03061871975660324,0.04718795046210289,0.002672456670552492,Normal,Normal
146288002121,9.76062297821045,0.20338992774486542,-1.3022937774658203,0.040392275899648666,0.072232685983181,0.002061609411612153,Normal,Normal
146288004556,9.710372924804688,0.1986042857170105,-1.4676976203918457,0.049554985016584396,0.08383878320455551,-0.0016034740256145597,Normal,Normal
146288006991,9.667302131652832,0.17228323221206665,-1.6878372430801392,0.04650074616074562,0.07650861889123917,-0.0034360159188508987,Normal,Normal
146288009426,9.664909362792969,0.15074782073497772,-1.9247267246246338,0.044668205082416534,0.051463883370161057,-0.004657710436731577,Normal,Normal
146288011861,9.652945518493652,0.09810572862625122,-2.094916343688965,0.03733803704380989,0.016645587980747223,-0.0022143214009702206,Normal,Normal
146288014296,9.669695854187012,0.10049854964017868,-2.183450698852539,0.027564482763409615,-0.023059483617544174,0.0038941511884331703,Normal,Normal
146288016731,9.672088623046875,0.11006984114646912,-2.1714866161346436,0.012904148548841476,-0.05421269312500954,0.0051158457063138485,Normal,Normal
146288019166,9.712766647338867,0.14835500717163086,-2.059023857116699,0.004963133949786425,-0.0719272643327713,0.007559234742075205,Normal,Normal
146288021602,9.765408515930176,0.16510476171970367,-1.8792630434036255,-0.013362283818423748,-0.07375980913639069,0.004504998680204153,Normal,Normal
146288024037,9.734301567077637,0.19621145725250244,-1.6567305326461792,-0.014583977870643139,-0.052990999072790146,0.004504998680204153,Normal,Normal
146288026472,9.684052467346191,0.20338992774486542,-1.4413765668869019,-0.031076854094862938,-0.01817270554602146,0.0038941511884331703,Normal,Normal
146288028907,9.679266929626465,0.16749759018421173,-1.316650629043579,-0.03596363216638565,0.02092151902616024,0.002672456670552492,Normal,Normal
146288031342,9.712766647338867,0.12442677468061447,-1.3214362859725952,-0.03901786729693413,0.049020491540431976,-0.0009926267666742206,Normal,Normal
146288033777,9.774979591369629,0.10767702013254166,-1.4054841995239258,-0.04085041210055351,0.06673506647348404,0.0008399150101467967,Normal,Normal
146288036213,9.810872077941895,0.07896314561367035,-1.5251253843307495,-0.03840702027082443,0.06245913356542587,-0.00038177953683771193,Normal,Normal
146288038648,9.861420631408691,0.08135596662759781,-1.678265929222107,-0.03229855000972748,0.039857782423496246,0.0008399150101467967,Normal,Normal
146288041083,9.832706451416016,0.07657032459974289,-1.750050663948059,-0.027411770075559616,0.011147962883114815,0.00022906772210262716,Normal,Normal
146288043518,9.741479873657227,0.07417750358581543,-1.7572290897369385,-0.012751436792314053,-0.018783552572131157,0.002061609411612153,Normal,Normal
146288045953,9.667302131652832,0.05024927482008934,-1.7428722381591797,-0.0035887276753783226,-0.03955236077308655,0.0038941511884331703,Normal,Normal
146288048388,9.650552749633789,0.059820566326379776,-1.709372639656067,0.0031305921729654074,-0.04993676394224167,0.0014507622690871358,Normal,Normal
146288050823,9.626625061035156,0.062213387340307236,-1.659123420715332,0.01901262067258358,-0.05360184609889984,0.0032833039294928312,Normal,Normal
146288053258,9.609874725341797,0.04546362906694412,-1.6136597394943237,0.02145601063966751,-0.041384901851415634,0.002061609411612153,Normal,Normal
146288055693,9.631410598754883,0.04307080805301666,-1.55623197555542,0.026342788711190224,-0.025502873584628105,0.002061609411612153,Normal,Normal
146288058129,9.712766647338867,0.07178468257188797,-1.5394822359085083,0.03489464893937111,-0.0029015245381742716,-0.0022143214009702206,Normal,Normal
146288060564,9.801301002502441,0.11246266216039658,-1.5801602602005005,0.0293970238417387,0.015423892997205257,0.0008399150101467967,Normal,Normal
146288062998,9.868598937988281,0.14356936514377594,-1.6064813137054443,0.03306210786104202,0.02886253222823143,-0.0022143214009702206,Normal,Normal
146288065433,9.89970588684082,0.1746760457754135,-1.6423736810684204,0.02695363573729992,0.03680354729294777,-0.004657710436731577,Normal,Normal
146288067868,9.870991706848145,0.1986042857170105,-1.6663018465042114,0.012293301522731781,0.03924693539738655,-0.007101099472492933,Normal,Normal
146288070304,9.779765129089355,0.19621145725250244,-1.6878372430801392,0.018401773646473885,0.03558185324072838,-0.008322793990373611,Normal,Normal
146288072739,9.710372924804688,0.19381862878799438,-1.7165511846542358,0.0025197449140250683,0.03008422814309597,-0.005879404954612255,Normal,Normal
146288075174,9.633803367614746,0.17228323221206665,-1.7476578950881958,-0.00786465872079134,0.021532366052269936,-0.004657710436731577,Normal,Normal
146288077609,9.595518112182617,0.14356936514377594,-1.7931214570999146,-0.005421269219368696,0.0050394898280501366,-0.0009926267666742206,Normal,Normal
146288080044,9.583553314208984,0.1339980661869049,-1.8505492210388184,-0.02680092304944992,-0.009620844386518002,0.0038941511884331703,Normal,Normal
146288082479,9.621838569641113,0.11964113265275955,-1.8529419898986816,-0.02008160389959812,-0.02733541466295719,0.008170082233846188,Normal,Normal
